"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1235625529,2022-10-20 09:32:16,Физиотерапевт,5 баллов,2 балла,1 балл,1 балл,1 балл,2 балла,1 балл,5 баллов,1 балл,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,1 балл,2 балла,1 балл,2 балла,5 баллов,1 балл,1 балл,,2,
1235622909,2022-10-20 09:29:21,Врач УЗИ,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,2 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,3 балла,1 балл,2 балла,1 балл,1 балл,5 баллов,1 балл,1 балл,,10,
1235621277,2022-10-20 09:27:26,Врач функциональной диагностики,4 балла,4 балла,4 балла,4 балла,2 балла,1 балл,3 балла,3 балла,3 балла,5 баллов,3 балла,4 балла,2 балла,2 балла,3 балла,3 балла,3 балла,1 балл,4 балла,4 балла,1 балл,1 балл,,"0,5",
1235620512,2022-10-20 09:26:37,Офтальмолог,4 балла,5 баллов,3 балла,3 балла,4 балла,5 баллов,3 балла,3 балла,4 балла,2 балла,4 балла,4 балла,4 балла,2 балла,4 балла,4 балла,2 балла,4 балла,4 балла,2 балла,2 балла,2 балла,,5,"Выполняемой работой,  манипуляции, лечение"
1235618787,2022-10-20 09:24:39,Акушер-гинеколог,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,4 балла,3 балла,1 балл,4 балла,1 балл,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,4 балла,1 балл,2 балла,,5,Выполняемым функционалом
1235617514,2022-10-20 09:23:09,Оториноларинголог,3 балла,5 баллов,1 балл,1 балл,2 балла,1 балл,3 балла,1 балл,5 баллов,5 баллов,5 баллов,1 балл,1 балл,3 балла,5 баллов,1 балл,3 балла,3 балла,3 балла,3 балла,1 балл,1 балл,,7,Зп
1235616683,2022-10-20 09:22:13,Педиатр,5 баллов,4 балла,2 балла,2 балла,2 балла,2 балла,2 балла,2 балла,4 балла,2 балла,2 балла,2 балла,2 балла,4 балла,4 балла,2 балла,4 балла,4 балла,4 балла,5 баллов,2 балла,1 балл,,3,медико- социальная
1235613748,2022-10-20 09:18:50,Анестезиолог-реаниматолог,5 баллов,3 балла,4 балла,2 балла,5 баллов,4 балла,5 баллов,1 балл,5 баллов,3 балла,3 балла,1 балл,3 балла,1 балл,5 баллов,5 баллов,3 балла,5 баллов,2 балла,2 балла,4 балла,5 баллов,,4,
1235608021,2022-10-20 09:11:39,Педиатр,4 балла,4 балла,1 балл,1 балл,2 балла,1 балл,2 балла,4 балла,5 баллов,2 балла,2 балла,4 балла,2 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,2 балла,1 балл,1 балл,,6,Амбулаторно - очень большой поток пациентов
1235604317,2022-10-20 09:06:40,Врач клинической лабораторной диагностики,3 балла,3 балла,3 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,3 балла,4 балла,4 балла,1 балл,3 балла,1 балл,1 балл,3 балла,,10,
1235604065,2022-10-20 09:06:19,Терапевт,4 балла,4 балла,2 балла,2 балла,2 балла,3 балла,4 балла,3 балла,4 балла,2 балла,2 балла,4 балла,3 балла,4 балла,5 баллов,4 балла,5 баллов,4 балла,3 балла,3 балла,4 балла,3 балла,,2,
1235603404,2022-10-20 09:05:23,Терапевт,2 балла,4 балла,3 балла,3 балла,4 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,2 балла,5 баллов,3 балла,5 баллов,5 баллов,4 балла,4 балла,2 балла,5 баллов,,5,"Выше нагрузка на участке, мало времени на принятия любого решения, минимум возможности для обследований и длительный срок ожидания обследований"
1235603229,2022-10-20 09:05:09,Психиатр,5 баллов,5 баллов,1 балл,1 балл,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,2 балла,1 балл,5 баллов,1 балл,1 балл,5 баллов,,40,
1235602391,2022-10-20 09:03:57,Педиатр,5 баллов,5 баллов,1 балл,1 балл,2 балла,2 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,3 балла,1 балл,,2,отсутствие ночных дежурств
1235600131,2022-10-20 09:01:00,Анестезиолог-реаниматолог,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,2 балла,2 балла,4 балла,5 баллов,5 баллов,3 балла,4 балла,3 балла,1 балл,4 балла,5 баллов,,1,
1235599445,2022-10-20 09:00:07,Гериатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,2 балла,2 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,2 балла,,7,всем
1235597408,2022-10-20 08:57:25,Физиотерапевт,4 балла,5 баллов,2 балла,1 балл,3 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,2 балла,1 балл,5 баллов,3 балла,2 балла,4 балла,5 баллов,5 баллов,1 балл,1 балл,,9,
1235597307,2022-10-20 08:57:17,Гериатр,5 баллов,4 балла,1 балл,1 балл,2 балла,2 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,2 балла,2 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,2 балла,,7,всем
1235597280,2022-10-20 08:57:15,Педиатр,5 баллов,5 баллов,3 балла,3 балла,4 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,3 балла,2 балла,,2,отсутствие ночных дежурств
1235596788,2022-10-20 08:56:33,Педиатр,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,3 балла,3 балла,,10,
1235596770,2022-10-20 08:56:32,Врач ЛФК и спортивной медицины,4 балла,4 балла,5 баллов,5 баллов,3 балла,4 балла,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,1 балл,3 балла,1 балл,5 баллов,5 баллов,1 балл,1 балл,,3,
1235595447,2022-10-20 08:54:39,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,1 балл,5 баллов,2 балла,1 балл,4 балла,5 баллов,4 балла,5 баллов,1 балл,1 балл,,7,
1235595362,2022-10-20 08:54:31,Анестезиолог-реаниматолог,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,4 балла,1 балл,5 баллов,1 балл,5 баллов,5 баллов,4 балла,5 баллов,3 балла,2 балла,4 балла,5 баллов,,3,интенсивностью работы
1235594999,2022-10-20 08:54:03,Гериатр,5 баллов,5 баллов,1 балл,1 балл,2 балла,2 балла,4 балла,5 баллов,5 баллов,4 балла,4 балла,1 балл,2 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,3 балла,1 балл,2 балла,,8,различие  спецификой работы
1235591852,2022-10-20 08:49:49,Гериатр,5 баллов,4 балла,2 балла,2 балла,1 балл,2 балла,2 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,1 балл,2 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,2 балла,2 балла,4 балла,,7,всем
1235589816,2022-10-20 08:47:13,Детский хирург,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,3 балла,2 балла,2 балла,5 баллов,5 баллов,5 баллов,3 балла,2 балла,5 баллов,4 балла,5 баллов,2 балла,5 баллов,4 балла,4 балла,4 балла,1 балл,,5,"нет ночных дежурств, нет сложных операций"
1235588845,2022-10-20 08:45:53,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,4 балла,4 балла,5 баллов,2 балла,2 балла,4 балла,2 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,1 балл,4 балла,2 балла,1 балл,,7,
1235587951,2022-10-20 08:44:38,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,4 балла,4 балла,5 баллов,2 балла,2 балла,4 балла,2 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,1 балл,4 балла,2 балла,1 балл,,7,
1235587543,2022-10-20 08:44:05,Гериатр,5 баллов,4 балла,1 балл,1 балл,1 балл,2 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,2 балла,2 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,4 балла,2 балла,2 балла,,7,всем
1235586677,2022-10-20 08:42:52,Педиатр,5 баллов,4 балла,1 балл,3 балла,1 балл,3 балла,3 балла,3 балла,5 баллов,3 балла,4 балла,4 балла,2 балла,4 балла,2 балла,4 балла,5 баллов,5 баллов,3 балла,3 балла,1 балл,3 балла,,8,
1235586050,2022-10-20 08:41:57,Анестезиолог-реаниматолог,5 баллов,5 баллов,4 балла,4 балла,4 балла,3 балла,4 балла,2 балла,4 балла,1 балл,5 баллов,3 балла,3 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,2 балла,3 балла,5 баллов,,5,
1235584841,2022-10-20 08:40:12,Педиатр,5 баллов,4 балла,2 балла,3 балла,3 балла,3 балла,3 балла,3 балла,5 баллов,1 балл,5 баллов,3 балла,1 балл,5 баллов,3 балла,4 балла,4 балла,5 баллов,4 балла,3 балла,1 балл,1 балл,,10,
1235583558,2022-10-20 08:38:23,Акушер-гинеколог,5 баллов,5 баллов,3 балла,4 балла,5 баллов,4 балла,3 балла,4 балла,5 баллов,4 балла,5 баллов,4 балла,3 балла,5 баллов,2 балла,3 балла,3 балла,4 балла,4 балла,1 балл,1 балл,3 балла,,10,
1235582539,2022-10-20 08:37:00,Педиатр,5 баллов,4 балла,1 балл,2 балла,1 балл,2 балла,1 балл,1 балл,5 баллов,1 балл,2 балла,5 баллов,2 балла,1 балл,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,2 балла,1 балл,,6,нет ночных смен
1235581985,2022-10-20 08:36:10,Фтизиатр,5 баллов,5 баллов,3 балла,3 балла,4 балла,4 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,3 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,2 балла,1 балл,2 балла,1 балл,,10,
1235579923,2022-10-20 08:33:07,Дерматовенеролог,4 балла,5 баллов,4 балла,2 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,4 балла,2 балла,1 балл,5 баллов,4 балла,5 баллов,5 баллов,3 балла,2 балла,1 балл,2 балла,,3,
1235578105,2022-10-20 08:30:26,Врач клинической лабораторной диагностики,4 балла,3 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,3 балла,4 балла,5 баллов,3 балла,5 баллов,4 балла,3 балла,1 балл,5 баллов,,24,
1235578092,2022-10-20 08:30:25,Терапевт,5 баллов,5 баллов,5 баллов,4 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,3 балла,3 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,2 балла,,5,
1235576193,2022-10-20 08:27:31,Врач-инфекционист,5 баллов,3 балла,5 баллов,4 балла,3 балла,3 балла,3 балла,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,3 балла,3 балла,3 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,,8,в стационаре частое обновление больных с разными проблемами
1235575773,2022-10-20 08:26:54,Врач клинической лабораторной диагностики,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,4 балла,5 баллов,4 балла,4 балла,5 баллов,4 балла,4 балла,4 балла,5 баллов,,5,
1235574499,2022-10-20 08:25:00,Нефролог,5 баллов,4 балла,5 баллов,3 балла,5 баллов,3 балла,5 баллов,3 балла,4 балла,3 балла,3 балла,5 баллов,2 балла,3 балла,5 баллов,1 балл,3 балла,5 баллов,2 балла,4 балла,1 балл,1 балл,,10,3
1235572623,2022-10-20 08:21:59,Педиатр,5 баллов,5 баллов,1 балл,1 балл,3 балла,2 балла,1 балл,4 балла,5 баллов,3 балла,4 балла,5 баллов,2 балла,3 балла,4 балла,2 балла,5 баллов,4 балла,3 балла,4 балла,2 балла,1 балл,,1,
1235571059,2022-10-20 08:19:31,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,3 балла,1 балл,5 баллов,5 баллов,3 балла,4 балла,3 балла,1 балл,,3,
1235569279,2022-10-20 08:16:34,Гастроэнтеролог,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,3 балла,4 балла,5 баллов,1 балл,2 балла,4 балла,1 балл,4 балла,4 балла,3 балла,4 балла,4 балла,2 балла,3 балла,2 балла,1 балл,,6,
1235568772,2022-10-20 08:15:46,Педиатр,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,1 балл,,10,
1235568363,2022-10-20 08:15:07,Гастроэнтеролог,4 балла,5 баллов,4 балла,2 балла,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,1 балл,5 баллов,4 балла,2 балла,5 баллов,5 баллов,4 балла,2 балла,5 баллов,5 баллов,5 баллов,2 балла,4 балла,,5,больше времени для пациента
1235568273,2022-10-20 08:14:58,Психиатр,5 баллов,4 балла,4 балла,3 балла,4 балла,5 баллов,3 балла,4 балла,4 балла,4 балла,4 балла,3 балла,4 балла,4 балла,4 балла,4 балла,3 балла,4 балла,3 балла,4 балла,4 балла,4 балла,,1,тяжелые и острые
1235567118,2022-10-20 08:13:06,Терапевт,5 баллов,5 баллов,1 балл,1 балл,2 балла,1 балл,5 баллов,4 балла,4 балла,4 балла,3 балла,4 балла,1 балл,2 балла,5 баллов,3 балла,4 балла,5 баллов,3 балла,3 балла,1 балл,2 балла,,5,
1235566476,2022-10-20 08:12:05,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,3 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,1 балл,5 баллов,2 балла,3 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,3 балла,,5,тяжелые условия
1235565193,2022-10-20 08:10:09,Психиатр,5 баллов,4 балла,4 балла,4 балла,3 балла,3 балла,5 баллов,3 балла,5 баллов,2 балла,3 балла,3 балла,3 балла,4 балла,4 балла,3 балла,3 балла,5 баллов,4 балла,3 балла,3 балла,3 балла,,5,пациенты в стационаре острые тяжелые
1235562166,2022-10-20 08:05:22,Врач-инфекционист,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,5 баллов,5 баллов,4 балла,4 балла,5 баллов,4 балла,4 балла,3 балла,5 баллов,,2,
1235557518,2022-10-20 07:57:16,Акушер-гинеколог,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,5 баллов,3 балла,4 балла,4 балла,3 балла,3 балла,4 балла,3 балла,3 балла,1 балл,4 балла,3 балла,1 балл,4 балла,,3,
1235556344,2022-10-20 07:55:15,Детский онколог (химиотерапевт),5 баллов,5 баллов,4 балла,2 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,4 балла,5 баллов,2 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,1 балл,,2,
1235555541,2022-10-20 07:53:46,Педиатр,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,2 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,1 балл,5 баллов,5 баллов,4 балла,5 баллов,1 балл,1 балл,2 балла,5 баллов,,6,Мало
1235551180,2022-10-20 07:45:50,Педиатр,3 балла,3 балла,2 балла,2 балла,2 балла,2 балла,2 балла,3 балла,5 баллов,3 балла,3 балла,4 балла,3 балла,4 балла,3 балла,4 балла,4 балла,4 балла,5 баллов,1 балл,1 балл,3 балла,,7,
1235548976,2022-10-20 07:41:39,Терапевт,4 балла,5 баллов,2 балла,2 балла,3 балла,1 балл,5 баллов,4 балла,5 баллов,4 балла,4 балла,5 баллов,1 балл,1 балл,5 баллов,4 балла,3 балла,4 балла,4 балла,5 баллов,2 балла,1 балл,,5,
1235548222,2022-10-20 07:40:13,Терапевт,2 балла,5 баллов,3 балла,3 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,1 балл,1 балл,1 балл,,3,Суточный режим
1235547037,2022-10-20 07:37:55,Анестезиолог-реаниматолог,3 балла,3 балла,3 балла,3 балла,3 балла,5 баллов,4 балла,4 балла,5 баллов,4 балла,4 балла,1 балл,1 балл,4 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,4 балла,1 балл,,10,всем
1235546981,2022-10-20 07:37:48,Педиатр,4 балла,5 баллов,4 балла,3 балла,3 балла,3 балла,5 баллов,5 баллов,5 баллов,4 балла,3 балла,5 баллов,3 балла,3 балла,5 баллов,4 балла,5 баллов,5 баллов,3 балла,2 балла,3 балла,4 балла,,10,"В амбулатории большая нагрузка, эмоциональная и физическая. Отмените уже эти вызовы на дом. Но в одной стране мира нет этого подарка."
1235546407,2022-10-20 07:36:46,Педиатр,4 балла,2 балла,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,1 балл,3 балла,5 баллов,1 балл,1 балл,4 балла,2 балла,4 балла,5 баллов,5 баллов,4 балла,1 балл,1 балл,,6,-
1235543574,2022-10-20 07:31:21,Психиатр,5 баллов,4 балла,2 балла,1 балл,2 балла,2 балла,4 балла,2 балла,3 балла,1 балл,3 балла,2 балла,3 балла,4 балла,3 балла,1 балл,4 балла,4 балла,3 балла,2 балла,1 балл,1 балл,,3,"амбулаторно- более быстро оценивать состояние пациента, опираясь не только на слова,  но и на невербалику"
1235541596,2022-10-20 07:27:01,Педиатр,5 баллов,5 баллов,3 балла,4 балла,5 баллов,4 балла,4 балла,2 балла,5 баллов,1 балл,4 балла,5 баллов,2 балла,1 балл,4 балла,4 балла,3 балла,5 баллов,5 баллов,5 баллов,2 балла,1 балл,,7,непредсказуемость каждого последующего дня работы
1235541332,2022-10-20 07:26:28,Детский кардиолог,4 балла,5 баллов,2 балла,1 балл,1 балл,1 балл,4 балла,4 балла,5 баллов,4 балла,3 балла,5 баллов,1 балл,4 балла,2 балла,2 балла,4 балла,5 баллов,2 балла,4 балла,3 балла,1 балл,,5,острота процесса
1235539976,2022-10-20 07:23:44,Терапевт,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,1 балл,,10,
1235539805,2022-10-20 07:23:21,Психиатр,5 баллов,5 баллов,1 балл,2 балла,2 балла,2 балла,2 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,2 балла,5 баллов,4 балла,3 балла,3 балла,5 баллов,3 балла,5 баллов,1 балл,2 балла,,1,лечебной деятельностью
1235537600,2022-10-20 07:18:22,Врач клинической лабораторной диагностики,5 баллов,4 балла,3 балла,5 баллов,5 баллов,3 балла,4 балла,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,3 балла,2 балла,5 баллов,4 балла,1 балл,1 балл,5 баллов,,5,
1235536094,2022-10-20 07:14:50,Педиатр,4 балла,2 балла,1 балл,1 балл,1 балл,2 балла,1 балл,4 балла,4 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,1 балл,5 баллов,4 балла,5 баллов,5 баллов,1 балл,1 балл,,5,отличаются
1235532831,2022-10-20 07:07:32,Педиатр,2 балла,2 балла,1 балл,1 балл,1 балл,1 балл,1 балл,4 балла,3 балла,1 балл,4 балла,4 балла,1 балл,1 балл,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,,1,
1235530317,2022-10-20 07:01:24,Педиатр,3 балла,4 балла,2 балла,2 балла,2 балла,2 балла,1 балл,2 балла,4 балла,3 балла,4 балла,5 баллов,2 балла,2 балла,4 балла,4 балла,2 балла,3 балла,2 балла,1 балл,1 балл,4 балла,,10,В стационаре более тяжелые пациенты и сложные случаи
1235528401,2022-10-20 06:56:47,Терапевт,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,3 балла,4 балла,5 баллов,3 балла,5 баллов,2 балла,3 балла,4 балла,5 баллов,3 балла,4 балла,4 балла,4 балла,5 баллов,2 балла,4 балла,,8,тяжесть состояния пациентов
1235528236,2022-10-20 06:56:24,Терапевт,3 балла,4 балла,1 балл,2 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,3 балла,5 баллов,5 баллов,4 балла,5 баллов,3 балла,3 балла,3 балла,1 балл,,5,
1235527694,2022-10-20 06:55:00,Педиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,3 балла,3 балла,5 баллов,4 балла,4 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,,"5,0","врач педиатр работает каждый день с разными пациентами, а врач стационара - несколько дней, недель с одним"
1235526955,2022-10-20 06:53:04,Терапевт,5 баллов,5 баллов,3 балла,2 балла,4 балла,2 балла,4 балла,2 балла,4 балла,1 балл,4 балла,4 балла,2 балла,2 балла,5 баллов,4 балла,5 баллов,5 баллов,4 балла,4 балла,1 балл,4 балла,,5,"В стационаре больные с осложнениями, коморбидные"
1235526834,2022-10-20 06:52:45,Детский хирург,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,2 балла,5 баллов,2 балла,2 балла,5 баллов,3 балла,4 балла,2 балла,4 балла,,3,
1235526326,2022-10-20 06:51:19,Психиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,2 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,3 балла,1 балл,5 баллов,5 баллов,2 балла,5 баллов,4 балла,1 балл,,8,-
1235526205,2022-10-20 06:50:57,Терапевт,5 баллов,5 баллов,4 балла,3 балла,2 балла,4 балла,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,3 балла,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,4 балла,4 балла,,2,нет
1235525941,2022-10-20 06:50:14,Эндоскопист,3 балла,3 балла,3 балла,3 балла,4 балла,3 балла,3 балла,2 балла,5 баллов,4 балла,4 балла,4 балла,3 балла,5 баллов,4 балла,3 балла,4 балла,4 балла,4 балла,4 балла,5 баллов,4 балла,,3,
1235524817,2022-10-20 06:47:15,Общий хирург,4 балла,5 баллов,4 балла,4 балла,5 баллов,4 балла,3 балла,3 балла,5 баллов,3 балла,3 балла,3 балла,2 балла,5 баллов,3 балла,5 баллов,5 баллов,4 балла,1 балл,3 балла,5 баллов,5 баллов,,5,
1235523877,2022-10-20 06:44:33,Психиатр,5 баллов,5 баллов,2 балла,2 балла,2 балла,2 балла,4 балла,2 балла,5 баллов,1 балл,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,2 балла,4 балла,2 балла,3 балла,,5,
1235522497,2022-10-20 06:40:49,Врач-инфекционист,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,4 балла,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,2 балла,2 балла,5 баллов,5 баллов,4 балла,2 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,,10,
1235520605,2022-10-20 06:35:21,Невролог,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,,10,оплатой
1235520250,2022-10-20 06:34:20,Детский хирург,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,,10,оплатой
1235519631,2022-10-20 06:32:33,Травматолог-ортопед,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,,10,оплатой
1235518303,2022-10-20 06:28:44,Патологоанатом,4 балла,5 баллов,1 балл,1 балл,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,2 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,2 балла,2 балла,4 балла,5 баллов,1 балл,,3,
